"Year","Month","Day","H2a","H7a","H8a","H10","H21a"
1990,1,16,6.682,0.001188,6.616,0.002601,10.31
1990,1,20,6.429,0.0006236,6.606,0.001455,10.17
1990,1,24,6.411,5.523e-05,6.614,-0.0006366,9.94
1990,1,28,6.437,0.0002515,6.631,-0.0008784,9.603
1990,2,1,6.455,0.001419,6.623,0.004322,9.387
1990,2,5,6.423,0.0003048,6.616,0.00427,9.286
1990,2,9,6.355,-5.008e-05,6.605,0.004846,9.199
1990,2,13,6.201,0.001227,6.59,0.004517,9.077
1990,2,17,5.967,0.001472,6.591,0.008151,8.93
1990,2,21,6.162,0.0004501,6.686,0.008144,9.051
1990,2,25,6.359,0.000531,6.744,0.005835,9.327
1990,3,1,6.398,0.0004095,6.776,0.004363,9.636
1990,3,5,6.366,0.001151,6.778,0.003696,9.351
1990,3,9,6.22,0.002192,6.758,0.001436,9.156
1990,3,13,6.201,0.001471,6.747,0.002711,9.089
1990,3,17,6.246,0.0007098,6.748,0.001371,8.809
1990,3,21,6.316,0.001008,6.759,0.001695,9.248
1990,3,25,6.398,0.001806,6.778,-0.0003253,9.888
1990,3,29,6.335,0.001435,6.777,-0.0004424,9.769
1990,4,2,6.445,0.0005789,6.803,-0.0008737,9.824
1990,4,6,6.366,0.001021,6.81,-0.002361,10.02
1990,4,10,6.436,0.001293,6.82,-0.003379,9.804
1990,4,14,6.389,0.001724,6.831,-0.006329,10.18
1990,4,18,6.425,0.0007818,6.844,-0.003987,10.87
1990,4,22,6.411,0.002329,6.844,-0.004803,10.69
1990,4,26,6.362,0.002983,6.839,-0.006825,10.77
1990,4,30,6.172,0.003011,6.824,-0.006815,10.43
1990,5,4,6.171,0.001468,6.838,-0.004328,10.93
1990,5,8,6.16,0.002915,6.828,-0.006573,11.21
1990,5,12,6.137,0.002355,6.825,-0.007132,11.12
1990,5,16,6.01,0.001956,6.806,-0.008977,10.95
1990,5,20,6.061,0.0003121,6.801,-0.003525,11.32
1990,5,24,6.258,0.0009201,6.798,-0.003129,11.65
1990,5,28,6.381,0.0006171,6.794,-0.003764,12.04
1990,6,1,6.453,0.0004344,6.785,-0.003733,12.42
1990,6,5,6.417,0.001362,6.778,-0.005704,12.97
1990,6,9,6.322,0.001565,6.765,-0.006498,12.95
1990,6,13,6.339,0.001102,6.775,-0.006062,13.42
1990,6,17,6.289,0.0001081,6.775,-0.005158,13.05
1990,6,21,6.298,0.0007706,6.775,-0.008424,13.11
1990,6,25,6.428,-0.001009,6.778,-0.008113,14.04
1990,6,29,6.484,0.0004097,6.773,-0.009637,14.52
1990,7,3,6.473,0.0001184,6.764,-0.008549,15.13
1990,7,7,6.599,0.00137,6.766,-0.006826,15.58
1990,7,11,6.572,0.0006698,6.765,-0.009387,15.73
1990,7,15,6.441,0.001186,6.751,-0.008723,15.46
1990,7,19,6.424,-0.0002898,6.736,-0.008759,15.2
1990,7,23,6.534,0.0006232,6.717,-0.008267,15.39
1990,7,27,6.564,-0.0008309,6.715,-0.006949,15.4
1990,7,31,6.685,-0.001496,6.7,-0.005883,15.25
1990,8,4,6.653,-0.001924,6.676,-0.006023,15.41
1990,8,8,6.691,-0.001636,6.666,-0.006484,15.73
1990,8,12,6.693,-0.002583,6.657,-0.005947,15.96
1990,8,16,6.758,-0.002933,6.645,-0.004766,16.49
1990,8,20,6.764,-0.003045,6.632,-0.004474,16.94
1990,8,24,6.748,-0.003133,6.62,-0.005106,16.9
1990,8,28,6.855,-0.004346,6.619,-0.002915,16.93
1990,9,1,6.92,-0.003695,6.603,-0.006198,17.41
1990,9,5,6.758,-0.005101,6.582,-0.003854,17.61
1990,9,9,6.825,-0.003933,6.571,-0.004005,17.8
1990,9,13,6.735,-0.003857,6.579,-0.003498,17.58
1990,9,17,6.719,-0.003566,6.586,-0.0009885,17.47
1990,9,21,6.742,-0.003996,6.589,-0.0009614,17.47
1990,9,25,6.854,-0.002836,6.599,-0.0003632,17.43
1990,9,29,6.713,-0.001656,6.598,-0.005605,16.49
1990,10,3,6.62,-0.002426,6.614,-0.005619,16.18
1990,10,7,6.558,-0.001395,6.622,-0.00503,15.72
1990,10,11,6.521,-0.001298,6.637,-0.005029,15.29
1990,10,15,6.531,0.0007534,6.634,-0.006432,15.04
1990,10,19,6.463,-0.0005806,6.635,-0.007567,14.56
1990,10,23,6.62,-0.0004293,6.635,-0.005409,14.2
1990,10,27,6.7,0.0004478,6.629,-0.00621,14.32
1990,10,31,6.775,0.0008286,6.627,-0.006489,14.23
1990,11,4,6.599,0.00132,6.622,-0.008107,13.85
1990,11,8,6.445,0.0007961,6.63,-0.006527,13.44
1990,11,12,6.415,0.0009731,6.619,-0.005797,13.74
1990,11,16,6.41,0.00212,6.614,-0.006431,13.5
1990,11,20,6.401,0.002007,6.616,-0.006541,13.04
1990,11,24,6.355,0.002912,6.607,-0.007527,12.89
1990,11,28,6.224,0.003179,6.592,-0.006656,12.46
1990,12,2,6.196,0.002569,6.585,-0.008525,12.13
1990,12,6,6.242,0.002431,6.591,-0.005347,11.89
1990,12,10,6.283,0.002704,6.581,-0.00555,11.78
1990,12,14,6.267,0.002024,6.572,-0.004979,11.1
1990,12,18,6.323,0.002793,6.546,-0.003657,10.33
1990,12,22,5.882,0.0008527,6.514,-0.002158,9.905
1990,12,26,5.817,-0.002106,6.497,-5.776e-05,9.574
1990,12,30,5.903,-0.001268,6.47,-0.0007976,9.226
1991,1,3,6.003,-0.001155,6.465,9.158e-05,9.223
1991,1,7,6.203,-0.001088,6.463,0.001336,9.359
1991,1,11,6.303,-0.0006921,6.456,0.001998,9.209
1991,1,15,6.515,-0.0004809,6.451,0.0004514,9.495
1991,1,19,6.383,-0.001141,6.479,0.0007991,9.844
1991,1,23,6.35,-0.0004306,6.472,0.001548,9.62
1991,1,27,6.358,-0.0004027,6.482,0.0008361,9.09
1991,1,31,6.365,-0.0008693,6.491,0.001212,8.986
1991,2,4,6.617,-0.0001248,6.504,0.00539,9.112
1991,2,8,6.644,-0.0001443,6.508,0.002274,8.865
1991,2,12,6.609,-5.567e-05,6.516,0.003067,9.063
1991,2,16,6.464,0.0009497,6.514,0.00187,9.326
1991,2,20,6.296,0.001648,6.509,0.0009612,9.44
1991,2,24,6.304,0.0002831,6.558,0.001927,9.783
1991,2,28,6.446,0.0002722,6.595,0.002227,10.21
1991,3,4,6.784,0.001024,6.598,0.006049,9.814
1991,3,8,6.651,0.002176,6.596,0.001161,9.602
1991,3,12,6.449,0.000991,6.597,0.004523,9.357
1991,3,16,6.116,0.002968,6.575,0.001393,9.162
1991,3,20,6.256,0.0008692,6.576,0.004195,9.247
1991,3,24,6.263,0.001613,6.57,0.002758,9.218
1991,3,28,6.133,0.001161,6.55,0.003896,9.178
1991,4,1,6.051,0.0009674,6.551,0.001623,9.226
1991,4,5,6.098,0.002188,6.554,0.001114,9.361
1991,4,9,6.089,0.003288,6.539,-0.002675,9.522
1991,4,13,5.679,0.003178,6.536,-0.006478,9.554
1991,4,17,5.638,0.002844,6.531,-0.002717,9.72
1991,4,21,5.685,0.003757,6.524,-0.004697,9.894
1991,4,25,5.795,0.00461,6.514,-0.006251,9.761
1991,4,29,5.839,0.004892,6.5,-0.008539,10.08
1991,5,3,5.798,0.003023,6.489,-0.003998,10.58
1991,5,7,5.77,0.003856,6.483,-0.004576,10.58
1991,5,11,5.63,0.004831,6.474,-0.007403,10.5
1991,5,15,5.592,0.003839,6.471,-0.005251,10.72
1991,5,19,5.542,0.004884,6.462,-0.00523,10.77
1991,5,23,5.454,0.003653,6.457,-0.003711,10.63
1991,5,27,5.444,0.00489,6.447,-0.003117,10.8
1991,5,31,5.424,0.002325,6.439,-0.002627,11.16
1991,6,4,5.461,0.001514,6.436,-0.003725,11.17
1991,6,8,5.51,0.0003164,6.441,-0.001067,11.33
1991,6,12,5.672,0.001458,6.438,-0.002264,11.97
1991,6,16,5.742,0.0001233,6.43,-0.0004826,12.65
1991,6,20,5.711,-0.0008343,6.419,0.001287,12.67
1991,6,24,5.748,-0.001322,6.418,0.003177,13.41
1991,6,28,5.725,-0.001398,6.42,0.003833,13.66
1991,7,2,5.864,-0.0008145,6.42,0.002225,14.01
1991,7,6,5.899,-0.002172,6.427,0.002847,13.46
1991,7,10,6.115,-0.003231,6.424,0.005693,13.21
1991,7,14,6.257,-0.002856,6.432,0.00429,13.77
1991,7,18,6.454,-0.003137,6.43,0.005424,14.41
1991,7,22,6.529,-0.004505,6.434,0.003908,14.15
1991,7,26,6.68,-0.003379,6.456,0.004422,14.57
1991,7,30,6.605,-0.004336,6.486,0.004185,15.26
1991,8,3,6.602,-0.002693,6.506,0.001759,15.42
1991,8,7,6.599,-0.003137,6.512,0.004261,15.16
1991,8,11,6.687,-0.001743,6.506,0.003531,15.59
1991,8,15,6.709,-0.002522,6.514,0.003267,15.88
1991,8,19,6.776,-0.0008464,6.515,0.003437,15.78
1991,8,23,6.816,-0.0003273,6.515,-0.0006126,16.08
1991,8,27,6.654,-0.0007769,6.517,-0.0006302,15.53
1991,8,31,6.81,0.0007866,6.526,0.001372,15.8
1991,9,4,6.858,0.0003664,6.526,-0.0007321,16.64
1991,9,8,6.924,0.0004003,6.54,-0.0007099,16.01
1991,9,12,6.799,0.0005372,6.571,-0.001462,15.94
1991,9,16,6.878,0.0005416,6.581,-0.002123,16.13
1991,9,20,6.977,0.001481,6.587,-0.004096,16
1991,9,24,6.966,-0.0008487,6.578,-0.002252,15.42
1991,9,28,7.122,0.0006384,6.585,-0.002593,15.7
1991,10,2,7.058,0.0001483,6.594,-0.004656,15.24
1991,10,6,7.085,-0.0005423,6.595,-0.002735,15.22
1991,10,10,7.196,1.423e-05,6.597,-0.003333,15.24
1991,10,14,7.152,0.0002006,6.599,-0.006251,14.98
1991,10,18,7.336,-0.0001654,6.59,-0.006666,14.72
1991,10,22,7.19,-0.001196,6.574,-0.00624,13.85
1991,10,26,7.082,-0.0001758,6.544,-0.003073,13.66
1991,10,30,6.846,0.0008177,6.533,-0.00738,13.21
1991,11,3,6.954,-0.002022,6.554,-0.003597,13.25
1991,11,7,7.024,0.0008018,6.573,-0.003609,12.91
1991,11,11,6.957,0.0006606,6.584,-0.004342,13.16
1991,11,15,6.817,0.001214,6.593,-0.004764,13.04
1991,11,19,6.843,3.643e-05,6.608,-0.001446,12.67
1991,11,23,6.977,0.0008824,6.614,-0.003202,12.47
1991,11,27,6.907,0.001209,6.62,-0.003912,12.28
1991,12,1,6.558,0.0027,6.621,-0.007257,11.63
1991,12,5,6.529,-0.0001944,6.627,-0.001221,11.43
1991,12,9,6.541,0.001943,6.627,-0.00105,11.3
1991,12,13,6.568,0.000223,6.638,-0.003904,11.27
1991,12,17,6.655,-0.0002192,6.642,-4.055e-05,11.05
1991,12,21,6.711,0.001308,6.649,-0.001819,10.64
1991,12,25,6.756,-0.0008756,6.663,-0.0004363,10.69
1991,12,29,6.922,0.0002467,6.684,0.003163,10.59
1992,1,2,7.09,0.0008388,6.708,-0.00295,10.93
1992,1,6,7.182,0.0001596,6.71,-0.0007116,10.64
1992,1,10,7.062,0.0006131,6.706,-0.002345,10.29
1992,1,14,6.92,-0.0009351,6.718,-0.001248,10.23
1992,1,18,6.987,-0.0003237,6.737,-0.001156,10.77
1992,1,22,7.05,5.626e-05,6.746,-0.002877,10.85
1992,1,26,7.152,0.001157,6.758,-0.003966,10.48
1992,1,30,7.268,0.0009981,6.758,-0.002704,10.52
1992,2,3,7.27,0.002025,6.74,-0.00204,10.49
1992,2,7,7.039,0.001703,6.739,-0.006165,10.53
1992,2,11,7.194,0.002063,6.774,-0.004433,10.52
1992,2,15,7.4,0.003188,6.811,-0.006388,10.55
1992,2,19,7.402,0.002944,6.868,-0.00807,10.55
1992,2,23,7.453,0.003748,6.858,-0.007118,10.83
1992,2,27,7.127,0.002605,6.856,-0.005404,11.47
1992,3,2,7.199,0.004607,6.87,-0.00316,11
1992,3,6,7.193,0.004826,6.884,-0.00263,10.91
1992,3,10,6.949,0.00488,6.92,-0.007432,10.87
1992,3,14,6.889,0.004182,6.959,-0.007025,10.97
1992,3,18,6.893,0.005955,6.981,-0.008241,10.94
1992,3,22,6.923,0.00559,6.979,-0.008251,12.04
1992,3,26,6.943,0.007307,6.984,-0.008714,11.62
1992,3,30,7.2,0.007353,6.99,-0.009857,11.9
1992,4,3,7.03,0.008136,6.989,-0.0107,12.18
1992,4,7,6.816,0.009135,6.969,-0.01044,11.67
1992,4,11,6.99,0.00786,6.963,-0.0089,11.86
1992,4,15,7.289,0.009503,6.953,-0.01023,12.43
1992,4,19,7.151,0.009895,6.937,-0.0117,12.63
1992,4,23,6.596,0.009194,6.924,-0.01343,12.31
1992,4,27,6.602,0.008652,6.922,-0.009413,12.19
1992,5,1,6.647,0.009923,6.901,-0.01044,12.45
1992,5,5,6.445,0.008556,6.889,-0.0141,13.05
1992,5,9,6.326,0.008261,6.885,-0.01235,13.12
1992,5,13,6.309,0.007567,6.885,-0.0127,13.13
1992,5,17,6.399,0.007034,6.888,-0.01154,13.39
1992,5,21,6.378,0.007787,6.875,-0.01314,13.7
1992,5,25,6.41,0.00482,6.874,-0.01214,14.24
1992,5,29,6.272,0.005429,6.877,-0.01228,13.74
1992,6,2,6.265,0.003226,6.886,-0.01217,14.33
1992,6,6,6.246,0.002013,6.886,-0.008847,14.04
1992,6,10,6.318,0.001301,6.887,-0.008375,14.18
1992,6,14,6.355,0.0006655,6.868,-0.008143,14.65
1992,6,18,6.289,-0.0007149,6.847,-0.008887,14.36
1992,6,22,6.352,-0.003017,6.842,-0.006611,14.97
1992,6,26,6.462,-0.002958,6.828,-0.00491,15.21
1992,6,30,6.569,-0.002977,6.815,-0.005455,16.13
1992,7,4,6.634,-0.003773,6.795,-0.006225,16.73
1992,7,8,6.648,-0.004442,6.792,-0.005354,16.43
1992,7,12,6.671,-0.006025,6.779,-0.004837,16.45
1992,7,16,6.728,-0.005163,6.778,-0.006519,16.71
1992,7,20,6.492,-0.004947,6.718,-0.005463,16.4
1992,7,24,6.424,-0.004424,6.681,-0.006049,16.4
1992,7,28,6.402,-0.005984,6.684,-0.004621,15.72
1992,8,1,6.482,-0.00517,6.676,-0.003303,15.96
1992,8,5,6.534,-0.005317,6.668,-0.005144,16.22
1992,8,9,6.613,-0.005521,6.674,-0.004727,16.77
1992,8,13,6.704,-0.005009,6.653,-0.003031,16.94
1992,8,17,6.66,-0.004738,6.65,-0.0007401,16.31
1992,8,21,6.759,-0.004705,6.652,-0.001509,16.2
1992,8,25,6.756,-0.004147,6.632,-0.0003911,15.91
1992,8,29,6.819,-0.006108,6.636,-0.0003664,15.94
1992,9,2,6.846,-0.004986,6.639,0.0002707,15.9
1992,9,6,6.873,-0.004095,6.642,-0.002689,16.1
1992,9,10,6.899,-0.00508,6.652,-0.001711,15.79
1992,9,14,6.852,-0.003836,6.641,-0.0004261,15.44
1992,9,18,6.987,-0.004139,6.645,-0.0009459,15.26
1992,9,22,7.09,-0.00334,6.644,-0.002649,15.2
1992,9,26,7.088,-0.002499,6.637,-0.003027,15.6
1992,9,30,7.076,-0.003237,6.647,-0.001811,15.45
1992,10,4,7.19,-0.001517,6.658,-0.003227,15.23
1992,10,8,7.142,-0.003047,6.644,-0.003763,14.79
1992,10,12,7.16,-0.002756,6.633,-0.003065,14.64
1992,10,16,7.04,-0.002797,6.632,-0.003639,14.07
1992,10,20,7.212,-0.001882,6.651,-0.002561,14.54
1992,10,24,7.265,-0.001902,6.65,-0.002625,14.61
1992,10,28,7.264,-0.003589,6.648,-0.002972,14.2
1992,11,1,7.47,-0.001553,6.624,-0.002336,14.07
1992,11,5,7.269,-0.0009158,6.598,-0.003749,14.19
1992,11,9,7.011,-0.0002188,6.592,-0.003366,13.65
1992,11,13,6.908,-0.00109,6.591,-0.0005735,13.61
1992,11,17,7.039,-0.0002229,6.588,-0.001095,13.49
1992,11,21,6.984,0.0001885,6.589,-0.001804,13.04
1992,11,25,6.95,-0.001167,6.595,-7.591e-05,12.57
1992,11,29,7.038,-0.001064,6.6,-0.0001132,12.44
1992,12,3,6.895,-0.001065,6.583,0.001251,12.51
1992,12,7,6.876,-0.001385,6.61,0.0009605,12.03
1992,12,11,7.271,-0.001158,6.622,0.002955,11.42
1992,12,15,6.98,-0.0003931,6.611,2.562e-05,11.32
1992,12,19,6.668,-0.001103,6.615,0.00354,10.84
1992,12,23,6.583,-0.00108,6.61,0.005044,10.62
1992,12,27,6.571,-0.001373,6.626,0.004561,10.4
1992,12,31,6.899,-0.0008794,6.612,0.007533,9.993
1993,1,4,6.895,-0.0007973,6.61,0.005663,9.852
1993,1,8,6.784,-0.001118,6.615,0.007914,9.722
1993,1,12,6.948,-0.001074,6.59,0.008346,9.698
1993,1,16,6.937,-0.001637,6.601,0.007826,9.691
1993,1,20,7.107,-0.001337,6.645,0.007857,9.658
1993,1,24,7.126,-0.00121,6.654,0.009627,9.561
1993,1,28,7.007,-0.001839,6.645,0.01072,10.11
1993,2,1,6.954,-0.001398,6.628,0.01053,10.35
1993,2,5,6.995,-0.0007881,6.636,0.01052,9.734
1993,2,9,6.91,0.0001255,6.634,0.006019,9.915
1993,2,13,6.785,-0.0004202,6.62,0.007904,10.01
1993,2,17,6.411,-0.0005393,6.628,0.007085,9.745
1993,2,21,6.575,-0.0009439,6.646,0.008364,9.505
1993,2,25,6.599,-0.0009094,6.593,0.006227,9.807
1993,3,1,6.603,-0.002182,6.578,0.004656,10
1993,3,5,6.733,-0.001494,6.574,0.004879,10.08
1993,3,9,6.462,-0.001659,6.591,0.003346,9.918
1993,3,13,6.493,-0.001299,6.597,0.002015,9.877
1993,3,17,6.677,-0.001015,6.607,0.002085,9.992
1993,3,21,6.743,-0.001079,6.603,-0.001377,10.05
1993,3,25,6.483,-0.0006091,6.612,-0.002066,9.974
1993,3,29,6.331,-0.0001883,6.618,-0.002622,10.36
1993,4,2,6.36,0.0004811,6.624,-0.001353,10.26
1993,4,6,6.335,0.001383,6.625,-0.002313,10.41
1993,4,10,6.366,0.002701,6.626,-0.002451,10.49
1993,4,14,6.125,0.002908,6.615,-0.004243,10.52
1993,4,18,6.239,0.002623,6.593,-0.001332,10.79
1993,4,22,6.313,0.003094,6.583,-0.002231,10.89
1993,4,26,6.311,0.004268,6.575,-0.002824,10.75
1993,4,30,5.93,0.004518,6.566,-0.005328,10.66
1993,5,4,5.864,0.002716,6.568,-0.003073,10.97
1993,5,8,5.854,0.003261,6.572,-0.002,11.61
1993,5,12,5.807,0.002775,6.583,-0.00159,11.76
1993,5,16,5.878,0.002878,6.572,-0.00176,12.13
1993,5,20,5.956,0.002238,6.58,-0.002291,12.7
1993,5,24,5.959,0.003283,6.58,-0.001061,13.21
1993,5,28,6.027,0.002027,6.581,0.001125,13.36
1993,6,1,6.142,0.002797,6.576,0.0004083,13.75
1993,6,5,6.041,0.002757,6.565,0.0001985,13.86
1993,6,9,5.941,0.002569,6.584,-0.0006618,14.14
1993,6,13,5.881,0.003325,6.602,-0.001984,14.5
1993,6,17,5.766,0.003202,6.614,-0.0009984,14.55
1993,6,21,5.775,0.00178,6.632,0.0003294,14.84
1993,6,25,5.755,0.002629,6.66,-0.00101,14.75
1993,6,29,5.85,0.001481,6.671,0.0002282,15.34
1993,7,3,5.883,0.001233,6.67,-0.0005332,15.34
1993,7,7,6.008,0.0002701,6.66,0.0006957,15.17
1993,7,11,6.124,0.0001483,6.659,0.0002687,14.84
1993,7,15,6.151,0.0005115,6.657,-0.0005895,15.31
1993,7,19,6.085,-0.00032,6.638,-0.002409,15.53
1993,7,23,6.112,-0.0007286,6.642,-0.002221,15.59
1993,7,27,6.239,-0.002815,6.632,-0.000934,15.34
1993,7,31,6.513,-0.001359,6.629,-0.0007305,15.81
1993,8,4,6.622,-0.001227,6.618,-0.002265,15.73
1993,8,8,6.774,-0.001007,6.595,-0.002291,16.33
1993,8,12,6.922,-0.0006757,6.573,-0.003453,16.65
1993,8,16,6.826,-0.0001001,6.571,-0.003986,16.7
1993,8,20,6.885,0.0007546,6.579,-0.004587,16.54
1993,8,24,6.831,0.001555,6.564,-0.004694,16.27
1993,8,28,6.735,-0.0001311,6.547,-0.003341,15.91
1993,9,1,6.896,-0.0003268,6.545,-0.0002494,15.42
1993,9,5,6.959,0.0006928,6.548,-0.003158,15.55
1993,9,9,6.97,-0.000444,6.528,-0.00368,15.36
1993,9,13,7.003,0.0001238,6.501,-0.002638,15.89
1993,9,17,7.087,-0.0002336,6.49,-0.0005482,15.49
1993,9,21,7.041,0.001719,6.496,-0.001633,15.04
1993,9,25,7.08,0.0009732,6.487,-0.001058,14.67
1993,9,29,7.173,0.00153,6.487,-0.001096,14.42
1993,10,3,7.089,0.001636,6.496,-0.001086,14.57
1993,10,7,7.151,0.001788,6.505,-0.0003774,14.58
1993,10,11,7.212,0.001972,6.517,-0.0005348,14.98
1993,10,15,7.173,0.002382,6.529,-0.0008402,15.13
1993,10,19,7.096,0.001801,6.541,-0.001839,14.83
1993,10,23,7.042,0.001609,6.544,-0.002295,14.84
1993,10,27,7.015,0.001217,6.542,-0.002158,14.5
1993,10,31,7.051,0.001916,6.539,-0.002357,14.37
1993,11,4,6.96,0.001188,6.502,-0.002639,13.78
1993,11,8,6.881,0.0002896,6.48,-0.003286,13.31
1993,11,12,7.003,0.001472,6.468,-0.001092,12.92
1993,11,16,6.725,-0.0001975,6.453,-0.000398,12.41
1993,11,20,6.801,-9.326e-05,6.452,0.0006125,12.26
1993,11,24,6.876,0.001939,6.431,-0.001626,11.75
1993,11,28,6.905,0.001512,6.424,-0.001137,11.74
1993,12,2,6.934,0.002192,6.447,-0.001756,11.46
1993,12,6,6.897,0.001788,6.452,-0.001116,11.13
1993,12,10,7.241,0.001423,6.451,0.003929,11.17
1993,12,14,7.242,0.002555,6.435,0.001288,10.98
1993,12,18,7.087,0.002253,6.422,-0.001737,10.84
1993,12,22,6.91,0.002236,6.426,-0.002295,10.84
1993,12,26,6.912,0.003535,6.445,-0.002375,10.75
1993,12,30,7.094,0.003507,6.451,-0.003028,10.82
1994,1,3,7.065,0.004156,6.456,-0.001787,10.95
1994,1,7,6.919,0.003544,6.455,-0.0007728,10.86
1994,1,11,6.842,0.003631,6.471,-8.604e-06,10.67
1994,1,15,6.838,0.003489,6.466,0.000675,11.07
1994,1,19,6.549,0.003886,6.454,-0.0003544,11.23
1994,1,23,6.912,0.002492,6.463,0.0002418,10.99
1994,1,27,7.033,0.00329,6.475,-0.001579,11.02
1994,1,31,6.7,0.002604,6.49,-0.0002051,10.92
1994,2,4,6.63,0.002515,6.508,0.0013,10.62
1994,2,8,6.669,0.002708,6.567,-0.0001889,10.49
1994,2,12,6.533,0.002547,6.563,0.001451,10.31
1994,2,16,6.72,0.002518,6.542,0.003161,10.15
1994,2,20,6.858,0.002529,6.54,0.0005787,10.14
1994,2,24,6.841,0.002426,6.525,0.0006702,10.05
1994,2,28,6.83,0.002408,6.507,-0.0001665,10.07
1994,3,4,6.623,0.00273,6.488,-0.0008306,10.53
1994,3,8,6.317,0.001743,6.493,-0.001862,10.54
1994,3,12,6.394,0.002876,6.498,-0.0008395,10.6
1994,3,16,6.442,0.002608,6.483,-0.002773,10.56
1994,3,20,6.449,0.003444,6.462,-0.003469,10.44
1994,3,24,6.35,0.00368,6.452,-0.003373,10.52
1994,3,28,6.56,0.002491,6.444,-0.003218,11.09
1994,4,1,6.443,0.004171,6.457,-0.005228,10.82
1994,4,5,6.001,0.003898,6.442,-0.005302,10.58
1994,4,9,6.048,0.004638,6.458,-0.002739,10.42
1994,4,13,5.982,0.005579,6.463,-0.003474,10.38
1994,4,17,5.914,0.004825,6.451,-0.002535,10.93
1994,4,21,6.057,0.005756,6.454,-0.002385,11.63
1994,4,25,6.057,0.005948,6.451,-0.002827,11.19
1994,4,29,5.902,0.005523,6.437,-0.002689,11.27
1994,5,3,5.852,0.005387,6.42,-0.001191,11.77
1994,5,7,5.898,0.004847,6.408,-0.001022,11.87
1994,5,11,6.004,0.005255,6.401,-0.0007715,12.68
1994,5,15,6.046,0.005354,6.411,-0.0008385,12.81
1994,5,19,5.999,0.004256,6.405,0.00137,12.55
1994,5,23,5.939,0.005377,6.409,0.00124,13.24
1994,5,27,5.937,0.005028,6.391,-0.00132,12.74
1994,5,31,5.974,0.004208,6.396,0.001356,13.15
1994,6,4,6.01,0.004085,6.403,0.002138,13.72
1994,6,8,6.03,0.00392,6.389,0.001322,13.99
1994,6,12,5.944,0.001868,6.381,0.0003263,13.94
1994,6,16,5.979,0.002972,6.376,0.002403,14.04
1994,6,20,6.038,0.003707,6.376,0.0009889,14.63
1994,6,24,6.186,0.004545,6.375,0.0003898,15.01
1994,6,28,6.075,0.005206,6.353,-0.000499,14.65
1994,7,2,6.011,0.004081,6.344,0.001587,14.74
1994,7,6,5.902,0.005494,6.338,0.0002075,14.38
1994,7,10,6.022,0.005144,6.32,0.0009047,14.4
1994,7,14,6.189,0.005718,6.329,-0.0007643,13.75
1994,7,18,6.162,0.004366,6.331,-0.0007534,13.7
1994,7,22,6.259,0.003924,6.315,0.001038,14.4
1994,7,26,6.317,0.003562,6.321,-0.0008574,15.43
1994,7,30,6.381,0.003204,6.315,-0.003126,15.51
1994,8,3,6.458,0.002495,6.31,-0.001641,15.9
1994,8,7,6.453,0.003514,6.296,-0.00256,16.81
1994,8,11,6.588,0.002562,6.295,-0.001132,17.76
1994,8,15,6.767,0.003431,6.307,-0.00388,18.13
1994,8,19,6.857,0.003845,6.323,-0.004778,18.18
1994,8,23,6.772,0.004194,6.333,-0.003057,18.07
1994,8,27,6.774,0.004912,6.353,-0.003031,18.04
1994,8,31,6.796,0.005276,6.361,-0.004137,17.86
1994,9,4,6.782,0.005021,6.364,-0.004487,17.76
1994,9,8,6.751,0.005216,6.382,-0.003336,17.63
1994,9,12,6.792,0.006109,6.396,-0.00435,17.38
1994,9,16,6.712,0.005092,6.399,-0.005037,17.18
1994,9,20,6.663,0.003841,6.413,-0.003678,16.8
1994,9,24,6.723,0.003,6.41,-0.0006265,16.82
1994,9,28,6.791,0.003191,6.404,-0.001227,16.53
1994,10,2,6.795,0.003755,6.39,-0.002854,16.6
1994,10,6,6.87,0.001995,6.367,-0.0001229,15.93
1994,10,10,6.983,0.00388,6.361,-0.0009434,15.51
1994,10,14,6.844,0.004613,6.377,-0.00293,14.86
1994,10,18,6.599,0.002448,6.375,-0.001441,14.48
1994,10,22,6.798,0.003344,6.356,0.001575,14.52
1994,10,26,6.895,0.004785,6.36,4.925e-06,14.46
1994,10,30,6.881,0.005472,6.361,-0.002659,14
1994,11,3,6.798,0.003095,6.366,0.0005386,13.48
1994,11,7,6.918,0.004238,6.376,0.001151,13.04
1994,11,11,7.041,0.005098,6.363,0.003209,12.65
1994,11,15,6.953,0.005234,6.383,0.001617,12.18
1994,11,19,6.705,0.006016,6.378,-0.0002584,11.36
1994,11,23,6.66,0.003929,6.37,0.001508,11.17
1994,11,27,6.799,0.004281,6.37,0.003369,10.98
1994,12,1,6.865,0.004194,6.366,0.002346,10.82
1994,12,5,6.86,0.004511,6.36,0.002689,10.44
1994,12,9,6.893,0.005101,6.351,0.003153,10.22
1994,12,13,6.907,0.004902,6.358,0.004374,10.22
1994,12,17,7.172,0.004808,6.363,0.004068,10.21
1994,12,21,7.352,0.005249,6.38,0.004755,10.15
1994,12,25,7.212,0.005269,6.379,0.001721,10.17
1994,12,29,7.096,0.004954,6.373,0.003503,9.971
1995,1,2,7.048,0.004455,6.383,0.004977,9.964
1995,1,6,7.187,0.005297,6.411,0.003329,9.988
1995,1,10,7.708,0.005152,6.464,0.005013,10.19
1995,1,14,7.322,0.006058,6.494,0.002211,10.16
1995,1,18,7.009,0.005279,6.561,0.0008689,10.08
