variable,name,value,year,month,Model
LST,lst_0_90,-0.173264149366391,2018,5,GLORYS
LST,lst_30_130,-0.178055575611254,2018,5,GLORYS
LST,lst_180_549,-0.0720915667511621,2018,5,GLORYS
LST,lst_90_180,-0.137698701535536,2018,6,GLORYS
LST,lst_0_180,-0.143717779155083,2018,6,GLORYS
LST,lst_0_90,-0.148951550995947,2018,6,GLORYS
LST,lst_30_130,-0.150700921614872,2018,6,GLORYS
LST,lst_180_549,-0.0545404402607126,2018,6,GLORYS
LST,lst_90_180,-0.0909796801073358,2018,7,GLORYS
LST,lst_0_180,-0.110562965041591,2018,7,GLORYS
LST,lst_0_90,-0.129434541767057,2018,7,GLORYS
LST,lst_30_130,-0.119084169921918,2018,7,GLORYS
LST,lst_180_549,-0.00082332590203969,2018,7,GLORYS
LST,lst_90_180,-0.0538510089724597,2018,8,GLORYS
LST,lst_0_180,-0.0812118492798989,2018,8,GLORYS
LST,lst_0_90,-0.108047750081105,2018,8,GLORYS
LST,lst_30_130,-0.0900528737095462,2018,8,GLORYS
LST,lst_180_549,0.0195091120144305,2018,8,GLORYS
LST,lst_90_180,-0.0718100734019716,2018,9,GLORYS
LST,lst_0_180,-0.0860898859516406,2018,9,GLORYS
LST,lst_0_90,-0.0998689544026832,2018,9,GLORYS
LST,lst_30_130,-0.0931898154565225,2018,9,GLORYS
LST,lst_180_549,-0.0124801214086186,2018,9,GLORYS
LST,lst_90_180,0.00302924974561814,2018,10,GLORYS
LST,lst_0_180,-0.00048769690491125,2018,10,GLORYS
LST,lst_0_90,-0.00384033163336585,2018,10,GLORYS
LST,lst_30_130,0.00378950392475968,2018,10,GLORYS
LST,lst_180_549,0.025417736850767,2018,10,GLORYS
LST,lst_90_180,0.0561535750408727,2018,11,GLORYS
LST,lst_0_180,0.0467161700229982,2018,11,GLORYS
LST,lst_0_90,0.0372935086425839,2018,11,GLORYS
LST,lst_30_130,0.0522113900147836,2018,11,GLORYS
LST,lst_180_549,0.0479804695250221,2018,11,GLORYS
LST,lst_90_180,0.0577770026375872,2018,12,GLORYS
LST,lst_0_180,0.0448588854820083,2018,12,GLORYS
LST,lst_0_90,0.0321682811331741,2018,12,GLORYS
LST,lst_30_130,0.0404190553629991,2018,12,GLORYS
LST,lst_180_549,0.0539734507795626,2018,12,GLORYS
LST,lst_90_180,0.0678887653512997,2019,1,GLORYS
LST,lst_0_180,0.0639077183873375,2019,1,GLORYS
LST,lst_0_90,0.0599514584105454,2019,1,GLORYS
LST,lst_30_130,0.0595779155287942,2019,1,GLORYS
LST,lst_180_549,0.056667093243792,2019,1,GLORYS
LST,lst_90_180,-0.000596382251679292,2019,2,GLORYS
LST,lst_0_180,-0.00365643530784743,2019,2,GLORYS
LST,lst_0_90,-0.00667457592061732,2019,2,GLORYS
LST,lst_30_130,-0.0100073851654948,2019,2,GLORYS
LST,lst_180_549,-0.00287487943803597,2019,2,GLORYS
LST,lst_90_180,-0.0111401861806464,2019,3,GLORYS
LST,lst_0_180,-0.00685799449677191,2019,3,GLORYS
LST,lst_0_90,-0.00253414217656847,2019,3,GLORYS
LST,lst_30_130,-0.00857334688528855,2019,3,GLORYS
LST,lst_180_549,-0.00186931826138255,2019,3,GLORYS
LST,lst_90_180,-0.0551050309942172,2019,4,GLORYS
LST,lst_0_180,-0.056002592727948,2019,4,GLORYS
LST,lst_0_90,-0.0566137239719307,2019,4,GLORYS
LST,lst_30_130,-0.0587720267936579,2019,4,GLORYS
LST,lst_180_549,-0.0362695842656196,2019,4,GLORYS
LST,lst_90_180,-0.0830578909029095,2019,5,GLORYS
LST,lst_0_180,-0.0751532974957677,2019,5,GLORYS
LST,lst_0_90,-0.067060560756473,2019,5,GLORYS
LST,lst_30_130,-0.0781104203964669,2019,5,GLORYS
LST,lst_180_549,-0.0330021457238278,2019,5,GLORYS
LST,lst_90_180,-0.0729487466208046,2019,6,GLORYS
LST,lst_0_180,-0.0647701852745412,2019,6,GLORYS
LST,lst_0_90,-0.0561848987311447,2019,6,GLORYS
LST,lst_30_130,-0.0640422737903849,2019,6,GLORYS
LST,lst_180_549,-0.00769658158193662,2019,6,GLORYS
LST,lst_90_180,-0.065852383527628,2019,7,GLORYS
LST,lst_0_180,-0.0624137699346755,2019,7,GLORYS
LST,lst_0_90,-0.0584155043485215,2019,7,GLORYS
LST,lst_30_130,-0.0646488380009624,2019,7,GLORYS
LST,lst_180_549,-0.00471751584148205,2019,7,GLORYS
LST,lst_90_180,-0.041511167678961,2019,8,GLORYS
LST,lst_0_180,-0.0373963755010257,2019,8,GLORYS
LST,lst_0_90,-0.0329709804386082,2019,8,GLORYS
LST,lst_30_130,-0.0371841368584519,2019,8,GLORYS
LST,lst_180_549,-0.000371004881783317,2019,8,GLORYS
LST,lst_90_180,0.0240537396205901,2019,9,GLORYS
LST,lst_0_180,0.0118098004482481,2019,9,GLORYS
LST,lst_0_90,-0.000215408610460486,2019,9,GLORYS
LST,lst_30_130,0.0104869928117394,2019,9,GLORYS
LST,lst_180_549,0.0522316427576383,2019,9,GLORYS
LST,lst_90_180,-0.00943806782351387,2019,10,GLORYS
LST,lst_0_180,-0.0115549830342633,2019,10,GLORYS
LST,lst_0_90,-0.0134705939404993,2019,10,GLORYS
LST,lst_30_130,-0.014396711281998,2019,10,GLORYS
LST,lst_180_549,0.0133058523080573,2019,10,GLORYS
LST,lst_90_180,0.0762206147266958,2019,11,GLORYS
LST,lst_0_180,0.0549671020959329,2019,11,GLORYS
LST,lst_0_90,0.0338848184977811,2019,11,GLORYS
LST,lst_30_130,0.0584989206597631,2019,11,GLORYS
LST,lst_180_549,0.0699229397568731,2019,11,GLORYS
LST,lst_90_180,0.0967390582404508,2019,12,GLORYS
LST,lst_0_180,0.0899871562609741,2019,12,GLORYS
LST,lst_0_90,0.0831409921186708,2019,12,GLORYS
LST,lst_30_130,0.0938590151969122,2019,12,GLORYS
LST,lst_180_549,0.0638800888392847,2019,12,GLORYS
LST,lst_90_180,0.0749629406819066,2020,1,GLORYS
LST,lst_0_180,0.0647173896135548,2020,1,GLORYS
LST,lst_0_90,0.0544400615108267,2020,1,GLORYS
LST,lst_30_130,0.0610863335006524,2020,1,GLORYS
LST,lst_180_549,0.0462733751448009,2020,1,GLORYS
LST,lst_90_180,-0.027929156212034,2020,2,GLORYS
LST,lst_0_180,-0.0420883014408883,2020,2,GLORYS
LST,lst_0_90,-0.0556542077475931,2020,2,GLORYS
LST,lst_30_130,-0.0522296043398592,2020,2,GLORYS
LST,lst_180_549,0.0152529019004691,2020,2,GLORYS
LST,lst_90_180,-0.0347436933769184,2020,3,GLORYS
LST,lst_0_180,-0.0296344834711487,2020,3,GLORYS
LST,lst_0_90,-0.0242404749517623,2020,3,GLORYS
LST,lst_30_130,-0.035099765616367,2020,3,GLORYS
LST,lst_180_549,-0.00924980150592893,2020,3,GLORYS
LST,lst_90_180,-0.0500052220018387,2020,4,GLORYS
LST,lst_0_180,-0.0526490178523998,2020,4,GLORYS
LST,lst_0_90,-0.0550377929292665,2020,4,GLORYS
LST,lst_30_130,-0.052546207369457,2020,4,GLORYS
LST,lst_180_549,-0.0334582784380751,2020,4,GLORYS
LST,lst_90_180,-0.0593696981159599,2020,5,GLORYS
LST,lst_0_180,-0.0604958031010189,2020,5,GLORYS
LST,lst_0_90,-0.0614834972012695,2020,5,GLORYS
LST,lst_30_130,-0.0655969072139276,2020,5,GLORYS
LST,lst_180_549,-0.0251877646466479,2020,5,GLORYS
LST,lst_90_180,-0.103503500674316,2020,6,GLORYS
LST,lst_0_180,-0.0939633617659899,2020,6,GLORYS
LST,lst_0_90,-0.0840458319227511,2020,6,GLORYS
LST,lst_30_130,-0.0972904852989171,2020,6,GLORYS
LST,lst_180_549,-0.0451604512540698,2020,6,GLORYS
LST,lst_90_180,-0.0745842327841331,2020,7,GLORYS
LST,lst_0_180,-0.0706334998752855,2020,7,GLORYS
LST,lst_0_90,-0.0665015699172104,2020,7,GLORYS
LST,lst_30_130,-0.0714464784902981,2020,7,GLORYS
LST,lst_180_549,-0.00692135562787764,2020,7,GLORYS
LST,lst_90_180,-0.0442202797075021,2020,8,GLORYS
LST,lst_0_180,-0.0438162658859852,2020,8,GLORYS
LST,lst_0_90,-0.0430969023545053,2020,8,GLORYS
LST,lst_30_130,-0.0453308879391339,2020,8,GLORYS
LST,lst_180_549,0.0120070175806498,2020,8,GLORYS
LST,lst_90_180,0.0160939831578535,2020,9,GLORYS
LST,lst_0_180,0.0202189817463834,2020,9,GLORYS
LST,lst_0_90,0.0244557461842824,2020,9,GLORYS
LST,lst_30_130,0.0260452886934844,2020,9,GLORYS
LST,lst_180_549,0.0347361034712232,2020,9,GLORYS
LST,lst_90_180,-0.0125118998125562,2020,10,GLORYS
LST,lst_0_180,-0.0108180823440306,2020,10,GLORYS
LST,lst_0_90,-0.00892908529961415,2020,10,GLORYS
LST,lst_30_130,-0.00571766694015134,2020,10,GLORYS
LST,lst_180_549,-0.00181758812864858,2020,10,GLORYS
LST,lst_90_180,0.0409846562075478,2020,11,GLORYS
LST,lst_0_180,0.033489324390831,2020,11,GLORYS
LST,lst_0_90,0.0259866172625136,2020,11,GLORYS
LST,lst_30_130,0.0317955239342933,2020,11,GLORYS
LST,lst_180_549,0.0191808979354262,2020,11,GLORYS
LST,lst_90_180,0.0537277359686174,2020,12,GLORYS
LST,lst_0_180,0.043944621677568,2020,12,GLORYS
LST,lst_0_90,0.0341356706168505,2020,12,GLORYS
LST,lst_30_130,0.0398938303473861,2020,12,GLORYS
LST,lst_180_549,0.0378426340738266,2020,12,GLORYS
LST,lst_90_180,0.0664858372583834,2021,1,GLORYS
LST,lst_0_180,0.0540798388121797,2021,1,GLORYS
LST,lst_0_90,0.0415879430577592,2021,1,GLORYS
LST,lst_30_130,0.0488180340676385,2021,1,GLORYS
LST,lst_180_549,0.0645212702213295,2021,1,GLORYS
LST,lst_90_180,-0.0339323241090359,2021,2,GLORYS
LST,lst_0_180,-0.0416562931098942,2021,2,GLORYS
LST,lst_0_90,-0.0492605010260105,2021,2,GLORYS
LST,lst_30_130,-0.0481789015564034,2021,2,GLORYS
LST,lst_180_549,-0.0115511117529496,2021,2,GLORYS
LST,lst_90_180,-0.048635506646682,2021,3,GLORYS
LST,lst_0_180,-0.0433494048420633,2021,3,GLORYS
LST,lst_0_90,-0.0379357505136954,2021,3,GLORYS
LST,lst_30_130,-0.0467956459019303,2021,3,GLORYS
LST,lst_180_549,-0.025597385618744,2021,3,GLORYS
LST,lst_90_180,-0.0744867995658923,2021,4,GLORYS
LST,lst_0_180,-0.0765459939958528,2021,4,GLORYS
LST,lst_0_90,-0.0783344127418905,2021,4,GLORYS
LST,lst_30_130,-0.0822623622046713,2021,4,GLORYS
LST,lst_180_549,-0.0229879634407903,2021,4,GLORYS
LST,lst_90_180,-0.0833013361363217,2021,5,GLORYS
LST,lst_0_180,-0.0882288851089835,2021,5,GLORYS
LST,lst_0_90,-0.0927307279334026,2021,5,GLORYS
LST,lst_30_130,-0.0984243949987731,2021,5,GLORYS
LST,lst_180_549,-0.0162929952095879,2021,5,GLORYS
LST,lst_90_180,-0.0519793816217823,2021,6,GLORYS
LST,lst_0_180,-0.0411341912047707,2021,6,GLORYS
LST,lst_0_90,-0.0298571033537851,2021,6,GLORYS
LST,lst_30_130,-0.0436827905609495,2021,6,GLORYS
LST,lst_180_549,-0.0122079936840523,2021,6,GLORYS
LST,lst_90_180,-0.0448141124336687,2021,7,GLORYS
LST,lst_0_180,-0.0472483282445002,2021,7,GLORYS
LST,lst_0_90,-0.0492731397965222,2021,7,GLORYS
LST,lst_30_130,-0.0435987871811232,2021,7,GLORYS
LST,lst_180_549,0.0156990516066449,2021,7,GLORYS
LST,lst_90_180,-0.0158599780594476,2021,8,GLORYS
LST,lst_0_180,-0.0182093371243733,2021,8,GLORYS
LST,lst_0_90,-0.0202909965447926,2021,8,GLORYS
LST,lst_30_130,-0.0203220758991309,2021,8,GLORYS
LST,lst_180_549,0.0121981921852184,2021,8,GLORYS
LST,lst_90_180,-0.00100609789217439,2021,9,GLORYS
LST,lst_0_180,-0.000273586908595083,2021,9,GLORYS
LST,lst_0_90,0.000591549411124269,2021,9,GLORYS
LST,lst_30_130,-0.00158747357979839,2021,9,GLORYS
LST,lst_180_549,0.011831861166305,2021,9,GLORYS
LST,lst_90_180,0.0517349717030409,2021,10,GLORYS
LST,lst_0_180,0.0484510223560255,2021,10,GLORYS
LST,lst_0_90,0.0451305080054279,2021,10,GLORYS
LST,lst_30_130,0.0493648444177441,2021,10,GLORYS
LST,lst_180_549,0.0429439511983472,2021,10,GLORYS
LST,lst_90_180,0.0317648139866992,2021,11,GLORYS
LST,lst_0_180,0.0283925972772995,2021,11,GLORYS
LST,lst_0_90,0.0249779884245028,2021,11,GLORYS
LST,lst_30_130,0.0230905445683837,2021,11,GLORYS
LST,lst_180_549,0.021266121435009,2021,11,GLORYS
LST,lst_90_180,0.0662030466447622,2021,12,GLORYS
LST,lst_0_180,0.0543846278530995,2021,12,GLORYS
LST,lst_0_90,0.0425167553124297,2021,12,GLORYS
LST,lst_30_130,0.0525870400802982,2021,12,GLORYS
LST,lst_180_549,0.0509953833399152,2021,12,GLORYS
LST,lst_90_180,0.0410322703191492,2022,1,GLORYS
LST,lst_0_180,0.0288893861942788,2022,1,GLORYS
LST,lst_0_90,0.0168035201512021,2022,1,GLORYS
LST,lst_30_130,0.0238178670356565,2022,1,GLORYS
LST,lst_180_549,0.0447196560704051,2022,1,GLORYS
LST,lst_90_180,-0.0537751433619341,2022,2,GLORYS
LST,lst_0_180,-0.0541781978518257,2022,2,GLORYS
LST,lst_0_90,-0.0544081211396965,2022,2,GLORYS
LST,lst_30_130,-0.0599057733801551,2022,2,GLORYS
LST,lst_180_549,-0.0233555650243674,2022,2,GLORYS
LST,lst_90_180,-0.0494126295853809,2022,3,GLORYS
LST,lst_0_180,-0.0464916593159072,2022,3,GLORYS
LST,lst_0_90,-0.0434365006230374,2022,3,GLORYS
LST,lst_30_130,-0.0521679474902003,2022,3,GLORYS
LST,lst_180_549,-0.0159904193104036,2022,3,GLORYS
LST,lst_90_180,-0.0816936880353477,2022,4,GLORYS
LST,lst_0_180,-0.0736165408196184,2022,4,GLORYS
LST,lst_0_90,-0.0651988149089217,2022,4,GLORYS
LST,lst_30_130,-0.0796619546661907,2022,4,GLORYS
LST,lst_180_549,-0.0467256054104385,2022,4,GLORYS
LST,lst_90_180,-0.0780324315869679,2022,5,GLORYS
LST,lst_0_180,-0.0708436837754814,2022,5,GLORYS
LST,lst_0_90,-0.0633093874063909,2022,5,GLORYS
LST,lst_30_130,-0.0762943706297495,2022,5,GLORYS
LST,lst_180_549,-0.0272797493653336,2022,5,GLORYS
LST,lst_90_180,-0.0490339216876074,2022,6,GLORYS
LST,lst_0_180,-0.0489235314680503,2022,6,GLORYS
LST,lst_0_90,-0.0483748254446083,2022,6,GLORYS
LST,lst_30_130,-0.056049991060568,2022,6,GLORYS
LST,lst_180_549,0.0239976085752911,2022,6,GLORYS
LST,lst_90_180,-0.072723216972076,2022,7,GLORYS
LST,lst_0_180,-0.0688830809155356,2022,7,GLORYS
LST,lst_0_90,-0.0645589084627961,2022,7,GLORYS
LST,lst_30_130,-0.0685424082486914,2022,7,GLORYS
LST,lst_180_549,-0.0131039686584666,2022,7,GLORYS
LST,lst_90_180,-0.0257015599749123,2022,8,GLORYS
LST,lst_0_180,-0.0258887466962838,2022,8,GLORYS
LST,lst_0_90,-0.0257266981993814,2022,8,GLORYS
LST,lst_30_130,-0.0229615762726245,2022,8,GLORYS
LST,lst_180_549,0.00428071386104587,2022,8,GLORYS
LST,lst_90_180,0.0179151712470371,2022,9,GLORYS
LST,lst_0_180,0.0242234620313535,2022,9,GLORYS
LST,lst_0_90,0.0304904843477443,2022,9,GLORYS
LST,lst_30_130,0.033111033173709,2022,9,GLORYS
LST,lst_180_549,0.0216762869348181,2022,9,GLORYS
LST,lst_90_180,0.0279654697240657,2022,10,GLORYS
LST,lst_0_180,0.0265343139925596,2022,10,GLORYS
LST,lst_0_90,0.0251797966188691,2022,10,GLORYS
LST,lst_30_130,0.0324929966568899,2022,10,GLORYS
LST,lst_180_549,0.041300475805927,2022,10,GLORYS
LST,lst_90_180,0.0261931360561925,2022,11,GLORYS
LST,lst_0_180,0.0223584286164418,2022,11,GLORYS
LST,lst_0_90,0.0186495362245839,2022,11,GLORYS
LST,lst_30_130,0.0205246626908673,2022,11,GLORYS
LST,lst_180_549,0.0392020475093042,2022,11,GLORYS
LST,lst_90_180,0.120635898682869,2022,12,GLORYS
LST,lst_0_180,0.102898639944248,2022,12,GLORYS
LST,lst_0_90,0.0850333045579488,2022,12,GLORYS
LST,lst_30_130,0.10368289783366,2022,12,GLORYS
LST,lst_180_549,0.086412055697756,2022,12,GLORYS
LST,lst_90_180,0.0745858176243167,2023,1,GLORYS
LST,lst_0_180,0.0585811080141291,2023,1,GLORYS
LST,lst_0_90,0.0427311335883376,2023,1,GLORYS
LST,lst_30_130,0.0516606105729452,2023,1,GLORYS
LST,lst_180_549,0.0686596808400476,2023,1,GLORYS
LST,lst_90_180,-0.044038918865628,2023,2,GLORYS
LST,lst_0_180,-0.035927740036508,2023,2,GLORYS
LST,lst_0_90,-0.0277122902601535,2023,2,GLORYS
LST,lst_30_130,-0.0377757490111315,2023,2,GLORYS
LST,lst_180_549,-0.0288427254108503,2023,2,GLORYS
LST,lst_90_180,-0.00742504516602585,2023,3,GLORYS
LST,lst_0_180,-0.00394145611040696,2023,3,GLORYS
LST,lst_0_90,-0.000390840240280665,2023,3,GLORYS
LST,lst_30_130,-0.0027087148087809,2023,3,GLORYS
LST,lst_180_549,-0.00308089242278355,2023,3,GLORYS
LST,lst_90_180,-0.0469619843189483,2023,4,GLORYS
LST,lst_0_180,-0.04624400530537,2023,4,GLORYS
LST,lst_0_90,-0.045389190667097,2023,4,GLORYS
LST,lst_30_130,-0.0542666727078671,2023,4,GLORYS
LST,lst_180_549,-0.0176646605186077,2023,4,GLORYS
LST,lst_90_180,-0.047654077136495,2023,5,GLORYS
LST,lst_0_180,-0.0564312948727355,2023,5,GLORYS
LST,lst_0_90,-0.0649191821113501,2023,5,GLORYS
LST,lst_30_130,-0.0644832779416931,2023,5,GLORYS
LST,lst_180_549,0.00875895514997857,2023,5,GLORYS
LST,lst_90_180,-0.0857482604736277,2023,6,GLORYS
LST,lst_0_180,-0.0839413470695141,2023,6,GLORYS
LST,lst_0_90,-0.0817284721360466,2023,6,GLORYS
LST,lst_30_130,-0.0873177345366258,2023,6,GLORYS
LST,lst_180_549,-0.0154634526161583,2023,6,GLORYS
LST,lst_90_180,-0.0499780040943386,2023,7,GLORYS
LST,lst_0_180,-0.0447546717376215,2023,7,GLORYS
LST,lst_0_90,-0.0391222150954823,2023,7,GLORYS
LST,lst_30_130,-0.0452366627888174,2023,7,GLORYS
LST,lst_180_549,0.00509904825904982,2023,7,GLORYS
LST,lst_90_180,0.00415786267459043,2023,8,GLORYS
LST,lst_0_180,0.0053320173652337,2023,8,GLORYS
LST,lst_0_90,0.00681470141976891,2023,8,GLORYS
LST,lst_30_130,0.0080502967144607,2023,8,GLORYS
LST,lst_180_549,0.0502447065102501,2023,8,GLORYS
LST,lst_90_180,0.0253672276022782,2023,9,GLORYS
LST,lst_0_180,0.0274765426219973,2023,9,GLORYS
LST,lst_0_90,0.0296381229168756,2023,9,GLORYS
LST,lst_30_130,0.0309272171538234,2023,9,GLORYS
LST,lst_180_549,0.0357239674972044,2023,9,GLORYS
LST,lst_90_180,0.0609692152977313,2023,10,GLORYS
LST,lst_0_180,0.0487526085290576,2023,10,GLORYS
LST,lst_0_90,0.0366378037333187,2023,10,GLORYS
LST,lst_30_130,0.0512582099165734,2023,10,GLORYS
LST,lst_180_549,0.0510484294146222,2023,10,GLORYS
LST,lst_90_180,0.110251061114922,2023,11,GLORYS
LST,lst_0_180,0.0982564445552432,2023,11,GLORYS
LST,lst_0_90,0.0863890874512106,2023,11,GLORYS
LST,lst_30_130,0.103670338105026,2023,11,GLORYS
LST,lst_180_549,0.0736937034147046,2023,11,GLORYS
LST,lst_90_180,0.141283265500251,2023,12,GLORYS
